Time	Lead II
11.54	0.121127
11.55	0.152973
11.56	0.185051
11.57	0.235238
11.58	0.266675
11.59	0.31489
11.6	0.347822
11.61	0.349882
11.62	0.339755
11.63	0.275695
11.64	0.206636
11.65	0.13167
11.66	0.0608294
11.67	0.0256239
11.68	-0.0149516
11.69	-0.0281038
11.7	-0.0385522
11.71	-0.0512096
11.72	-0.0422616
11.73	-0.0562489
11.74	-0.0568041
11.75	-0.0582928
11.76	-0.0669505
11.77	-0.0576512
11.78	-0.0698562
11.79	-0.0643231
11.8	-0.0576449
11.81	-0.059438
11.82	-0.0473393
11.83	-0.0625004
11.84	-0.0597881
11.85	-0.057307
11.86	-0.0660772
11.87	-0.0575255
11.88	-0.0681696
11.89	-0.0640819
